Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Revenue
3.5,80,54.14,1543,20016,19,516,193.0636379,8.2,8.4,8,32,982345.7
3.6,74,39.49,1976,24654,4,685,205.7743198,5,7.6,19,2,656670.93
4.1,82,60.81,4212,43284,7,865,182.4434866,5.2,6.5,8,4,1115817.9
3.4,39,46.15,2691,27661,16,739,230.4984055,3.9,4.3,14,15,422503.05
4.8,56,26.49,2738,36909,19,280,181.2509661,6.5,4.8,41,3,357201.37
3.2,86,43.95,5917,64734,5,361,280.5674422,7.1,6.8,33,17,854736
3.9,45,55.22,1988,20144,5,698,285.8773332,2.4,2.6,14,26,559287.1
4.7,57,47.19,1245,13234,7,525,231.6688729,6.1,8.5,32,17,609264.28
4.2,46,65.12,2877,28236,17,239,277.9404994,5.2,9.4,43,1,689389.46
3.6,62,28.64,2782,34571,1,550,280.7887055,8,1.9,21,5,402570.11
3.8,40,30.34,3779,46052,3,682,115.4996159,5.9,1.2,35,34,283756.96
4.4,69,44.11,1478,22406,16,336,298.4824195,4.9,2.3,41,10,692405.12
4.9,87,60.41,2617,30951,2,370,116.8592072,5.8,7.8,13,37,1169025.28
4.8,54,52.06,3528,35147,1,922,54.63480203,5.4,2,41,0,631389.37
3.7,35,34.53,3269,31578,7,110,290.5562408,9.4,4.4,14,20,286448.87
5,49,38.8,4065,44786,10,187,105.9295105,3.8,1.6,32,34,440334.4
3,63,57.44,1636,15042,3,998,196.0302158,1.3,4.9,53,56,810062.74
3.1,81,38.48,4945,50688,18,175,292.6670394,7,6.4,2,7,717944.94
4.6,73,32.65,7892,88043,3,753,62.36259883,6.4,6.7,6,66,551622.5
3.4,56,28.97,3241,34000,7,241,117.3279884,9.2,5.7,45,14,378490.81
3.1,60,38.53,2438,23332,15,995,202.2059932,2.1,9.4,48,52,537700.8
3.5,49,55.01,3114,36993,1,263,240.6395141,5.7,5.8,39,16,607134.51
3.9,71,25.7,6290,69037,19,242,251.8416117,2.4,8.7,40,60,440100.15
4.5,53,41.86,4333,51778,5,638,270.9613443,5.1,9.9,51,35,512333.38
4.2,76,30.66,3111,32004,7,703,92.10900637,8.2,3.1,52,50,533755.06
3.5,50,29.78,2860,36599,11,72,142.5093327,8.7,3.4,4,40,350715.27
4,64,39.1,3620,37795,1,792,228.5635625,8.5,5.7,25,13,566515.15
4.9,89,35.54,5159,56957,2,432,228.8275095,5.9,2.6,1,16,711014.67
4.6,57,29.23,2076,21578,14,205,127.0136697,6.7,6.1,49,53,392862.45
3.6,54,66.77,3120,35699,10,142,126.0557597,6,7.2,0,38,815508.23
5,43,39.03,1445,23125,3,875,130.1605034,6.1,1.5,3,19,380277.92
4.4,67,61.34,927,13353,14,729,273.0200474,9,7.1,27,38,929595.07
3.1,52,36.02,1048,16027,5,753,277.3776907,2.9,2.4,41,5,423382.03
3.1,51,42.14,1841,24510,17,658,53.7068689,4.9,3.7,9,5,497854.62
3.3,45,59.68,662,12679,7,179,131.2540979,6.5,7.6,14,12,605733.03
4.5,83,63.93,2030,29113,1,476,148.0088818,7.9,2.5,17,34,1176968.69
3.4,45,65.11,3014,28821,11,274,295.5963713,7.9,5.8,38,34,670707.02
4,40,61.61,1466,22481,6,777,286.0419549,2.1,6.3,11,26,557060.22
3.2,86,53.05,6020,60866,16,61,207.0812787,3,2.5,71,31,1035500.1
4.8,32,35.62,3388,37855,14,921,61.45132532,9.2,3.5,29,1,279860.31
3.7,74,51.16,5768,61301,17,397,97.80426367,4.2,6.5,41,2,866159.89
4.8,32,33.31,3368,40036,15,852,158.551565,1,5.2,0,31,261326.89
4.9,84,30.46,4798,50261,14,123,289.7589062,2.8,6.9,34,70,592316.05
3,54,41.53,1297,13906,7,160,73.67609732,9.7,8.7,5,33,511872.72
3.9,32,34.89,3527,43713,10,925,247.838088,3.8,2.2,22,20,268300.65
3,35,57.18,1408,18986,19,531,97.79795325,6.5,1.6,15,28,467916.74
4.8,43,46.08,1413,21243,7,938,176.9627769,7.5,7,20,3,454302.85
4,31,62.6,2211,30138,15,246,241.7427042,6.8,7.9,22,3,454221.8
3.1,67,34.05,1876,22999,14,240,223.123837,4.4,5,12,0,523168.2
3.2,35,39.36,1688,18529,15,986,243.9369548,4.9,4.5,5,30,328202.45
3.8,54,52.06,3456,40934,19,113,253.3981727,8.5,6.4,38,44,653837.18
4.9,63,64.17,3175,34651,16,835,126.4356062,7,6,51,16,920317.93
4.4,66,42.71,2952,34919,2,700,141.0076488,1.2,5.4,28,51,633578.38
4.7,60,55.96,4336,48134,2,543,253.9356686,2.8,8.4,1,48,755653.14
3.7,70,38.38,7381,81134,1,114,59.66077795,3.6,2.6,48,43,611314.18
3.1,79,26.97,4249,46138,16,712,178.6136744,4.3,7.1,67,49,501540.89
4.9,38,47.6,1867,22917,19,309,280.1011538,6.2,7.7,19,35,429211.95
3,89,39.34,5018,54299,4,824,271.2509982,4.3,9.1,48,20,792041.01
4.9,81,48.46,8149,88440,3,218,251.0759844,8.4,9.5,7,22,890068.78
3.7,30,38.54,1615,20792,11,226,55.38720957,5.3,5.6,21,12,274843.72
3,47,46.86,1931,25722,17,194,271.9217696,5.5,4.9,1,41,511068.7
4.4,41,28.23,1836,22415,5,636,277.9159916,4.8,5.5,3,33,269790.2
5,71,35.22,5644,61617,9,104,215.9175152,3.8,7.6,45,68,578070.49
4.9,70,70.2,3026,33968,1,683,124.7284746,7.5,1.2,32,30,1093471.8
3.3,30,53.45,1447,20586,9,588,172.4818428,3.1,2.6,9,11,368461.3
3.4,50,54.48,2127,27544,4,957,240.6548552,7.2,9.2,38,45,619759.54
4.1,41,64.02,3121,36147,16,736,253.2571697,5.8,2.8,17,27,605913.31
4.3,56,39.58,1970,19779,15,723,135.8359964,1.9,3.1,18,47,510871.77
4.5,53,38.03,4006,41822,10,185,131.5167823,1.2,9.5,30,27,467402.02
3.4,50,68.17,3292,39205,5,421,234.0453038,2.5,3.6,44,6,765660.25
4.9,49,25.61,3058,35211,16,72,221.5889705,7.8,3.6,14,33,304216.13
4.3,33,62.44,1145,11789,6,587,178.2993022,4.5,9.3,19,21,470132.43
4.7,84,72.14,3018,37835,16,211,155.0651158,8.2,4.4,31,50,1362071.53
4.1,50,43.82,1679,23456,4,809,214.2899358,5.5,5.4,27,23,496779.3
3.8,75,71.78,4627,47350,15,209,58.10833008,1.3,6,25,10,1209874.8
5,83,46.73,4275,52745,3,567,68.92239395,8.6,8.8,38,37,874799.71
4.2,43,54.38,1798,18568,19,754,193.2716887,9.4,1.7,37,41,546021.5
4.7,79,61.9,9035,97131,9,426,102.5696852,1.7,3.3,17,6,1103116.65
4.9,36,43.88,2088,27942,5,364,243.6959988,2.9,6.3,10,2,361333.58
4.4,61,43.52,2894,36459,16,739,243.0909937,7.4,4.9,42,14,613612.75
4.1,48,68.28,2160,24208,3,757,227.4905202,10,3.5,9,29,736068.4
3,78,55.82,3363,33748,8,266,275.9006714,8.9,4.7,61,51,981832.98
3.1,72,36.94,5982,59502,14,313,85.20873454,1.9,9.7,1,53,616838.78
3.4,33,31.02,1021,16502,3,601,114.8100844,6.5,1.2,32,19,236172.16
3.4,42,32.68,3107,32915,16,991,113.0748182,7,2.3,13,32,330999.49
3.5,79,50.05,2155,28699,7,389,245.597169,6.7,1.2,8,19,883661.85
3.6,63,74.97,3038,31798,9,511,180.3361646,6.1,6.3,6,33,1059653.82
3.7,55,34.59,1727,16646,3,210,113.1689475,3.6,1.1,22,30,427628.03
3.8,37,52.9,1179,20195,8,363,84.10678546,7,5.1,6,4,446731.95
3.2,68,55.27,3029,34853,12,933,273.2540837,7.6,8.7,64,16,855804.59
3.1,79,38.76,4352,50717,17,180,223.0322617,6.2,1.9,19,1,701835.81
4.3,34,52.51,963,14317,14,128,182.1312479,5.5,4.3,7,23,413881.11
4.1,74,26.42,6471,69559,16,716,291.3677169,3,4.4,18,50,464275.53
3.9,74,33.81,3177,37006,19,516,262.3977374,5.9,4.3,68,47,583560.81
4.3,58,40.06,1836,17771,4,114,94.53034393,2.2,7.5,44,43,525047.89
4.7,38,58.9,3345,36529,3,618,177.0326484,1.7,1,33,0,504539.45
3.9,44,52.76,3064,33413,13,468,171.5196629,8,8,43,21,539974.65
4.3,58,66.63,879,15597,9,997,261.0716052,7.1,8.6,15,13,869142.25
4.9,83,52.6,9651,99561,13,996,87.27201786,6.8,4.9,6,76,1000719.95
4.7,75,30.24,3618,43525,12,834,162.9465594,9.4,9,20,70,529884.85
3.9,89,26.66,7356,78066,15,101,209.1351383,4.4,4.4,43,65,557048.64
4.3,77,62.81,3580,37044,3,993,286.3136537,4.6,7.3,24,66,1082976.13
3.4,31,62.83,1006,10960,3,875,274.8162337,4.7,4.5,14,7,439279.3
4.1,34,72.05,2750,35204,2,637,183.4619675,5.2,1.3,1,12,549830.15
5,66,60.25,3278,35431,6,664,201.6801977,5.6,1.8,63,57,895800.05
4,59,37.42,2998,37357,16,75,263.1003358,8,5,7,38,514202.57
4.9,43,38.51,3468,44348,18,76,236.0970663,3,9.9,18,29,396480.04
3.8,47,40.63,1344,15398,9,329,269.8339023,4.9,2.6,41,43,437811.41
5,70,64.78,3143,38821,3,553,273.9826536,5.5,9.1,52,36,1016839.59
4.2,71,63.74,3640,39677,16,386,258.146505,2.5,9.3,52,13,1025352.21
3.1,53,37.64,1232,10470,4,188,52.34455247,7.3,4.7,0,25,450575.98
4.2,42,61.32,4079,41159,14,647,127.7334682,1.5,5.2,27,39,594888.93
3.5,65,56.33,3135,37462,4,441,150.8792469,6.3,5.5,22,6,820792.39
3.1,34,26.82,1476,18263,18,283,219.4788251,2.8,7.9,7,27,227656.75
4.6,79,54.02,8310,90927,18,481,126.7152454,1.1,2.1,34,7,974388.19
3.6,66,43.84,1566,22728,18,337,130.8895328,3.8,4,22,4,660862.6
4.6,60,61.76,3353,38945,3,78,150.0507599,4.9,2.5,45,32,830114.67
3.6,34,39.83,1691,22663,7,155,288.8334001,8.4,8.9,6,2,316522.47
3.4,84,35.29,6120,65925,13,657,159.2894616,4.7,1.6,1,61,681323.07
4.9,53,28.6,2912,35634,7,553,85.16805576,9.2,7.7,18,21,355781.3
3.7,76,59.63,2100,25631,13,682,51.58895167,8.6,5,37,21,1021535.81
4.2,59,35.34,3626,36348,4,665,109.1531653,2.7,7.4,35,31,476596.98
4.2,73,45.22,3233,31933,16,950,284.7027234,2.4,9,51,37,756957.65
4.1,49,56.2,1572,22796,15,226,288.7481339,3.2,4.1,32,22,628716.8
4.8,54,70.71,4211,45895,13,702,182.250339,4.2,3,17,52,867710.7
4.3,54,34.05,1668,25344,10,433,211.5908362,6.3,6.9,37,20,425851.35
3.8,80,75.89,3688,42229,10,906,248.9795025,2.1,10,9,3,1356008.93
4.7,88,74.48,3956,45406,5,347,63.9719063,5.8,7.6,25,78,1463648.3
3.4,54,39.83,2488,28408,4,315,143.5768248,6.2,8.2,14,44,490322.12
4.1,50,76,1961,21297,19,203,210.5618256,6.9,6.7,31,20,866288.35
4.9,77,30.65,5151,51699,15,843,274.5633573,6,4.3,0,19,549580.75
4.3,76,26.84,6061,62138,9,774,231.7073903,8.4,6.9,14,24,478141.28
4.6,77,41.11,3642,45795,16,968,137.5153665,6.8,2.2,67,44,727989.89
4.3,62,57.49,1096,20121,4,989,277.4955796,9.3,5.4,26,60,801521.41
4.7,54,52,3801,43121,11,125,216.1548621,7.3,6.2,39,52,645541.55
4.9,67,65.31,1497,15517,17,600,257.5588215,4.9,9.2,6,55,990548.89
3.5,58,63.65,1721,18864,1,220,146.3768855,2.9,9.3,35,28,823556.95
3.3,31,58,2858,27145,9,613,50.53971019,1.1,1.5,12,2,411744.25
4,45,58.27,1566,18148,12,809,91.5421485,1.8,6.7,28,29,598696.64
4.4,63,30.76,3798,40158,12,684,281.7943543,2.7,8.2,47,57,454117.66
3.5,46,48.14,1989,23346,10,875,58.28100844,2.9,5.8,20,8,506561.08
3,75,31.02,5703,63240,9,778,199.009815,7.7,1.9,59,36,539522.9
3.7,72,70.49,4484,48006,16,893,152.2818767,4.5,3.1,14,4,1143467.44
4.9,86,62.79,6022,67672,13,149,157.3946706,3.9,3.8,6,17,1213595.63
4.4,62,33.26,3822,41447,3,977,150.2045873,1.5,7,46,32,471207.91
3.8,75,35.65,5589,55332,18,323,66.85645711,5.8,1.6,60,12,621614.15
3.4,37,38.74,2469,32827,4,347,80.58262404,6.5,5.9,8,32,331698.67
3.7,55,33.17,2110,20616,19,261,65.73483722,8.9,2,52,48,432017.45
3.3,45,31.15,1702,17511,13,51,63.47696479,5.5,4.6,29,39,330682
3.2,75,28.99,5796,62086,13,338,71.4026508,1.1,4.8,45,65,507773.95
4.8,86,58.29,5162,54088,12,735,224.1542979,1.6,5.1,65,11,1129531.3
5,90,51.98,4524,54295,1,258,78.55130006,3.4,7.4,83,46,1047647.97
3.3,52,74.72,981,15669,2,620,115.3732664,2.3,1.7,44,47,865205.83
3.1,41,40,1939,20862,3,661,214.237296,7.9,3.4,21,22,374803.6
3.7,55,73.21,1709,22798,13,746,78.06641569,2,6.8,34,39,909754.18
3.9,70,46.61,2814,35760,12,495,277.5640621,2.4,9.5,2,4,739759.96
3.4,76,39.84,6300,65462,16,240,169.3710445,7,6.6,40,35,702088.06
3.6,60,36.68,1801,23502,14,890,290.7643726,3.2,9,50,30,510666.2
3.4,58,67.11,1999,24460,14,720,98.12768465,9.7,9.7,20,22,884611.34
4.5,85,31.17,4008,47082,17,728,57.65609681,8.8,9,28,15,617291.96
4.4,54,48.41,3154,40664,5,646,197.570352,7.7,9.7,50,7,597012.23
4.3,84,71.08,4985,57897,6,71,132.1845968,4.1,8,0,8,1330720.67
3.8,90,65.87,7399,76682,10,322,193.0976355,1.5,9,20,53,1333932.81
4.8,73,38.73,6096,63560,9,180,168.4125427,4,5.4,68,65,650709.6
4.9,74,49.18,2900,29830,7,849,164.2890418,4.4,4.1,66,17,819882.52
3.3,56,71.33,3128,34829,4,338,262.7944086,2.1,10,25,46,897015
3.4,72,61.86,5868,61273,7,241,97.95850099,2.1,1.9,43,36,1001643.07
4.1,73,64.05,6389,71974,11,315,174.9087287,7,9.6,27,39,1061306.85
3.2,64,53.1,2730,29535,6,822,154.0010654,3.1,4.9,35,7,763695.55
3.9,51,31.26,2779,31073,16,885,218.4423553,7.1,1.2,34,16,378348.09
4.2,34,42.36,1229,21451,16,292,62.53316668,5.9,8.2,20,4,342979.25
4,56,53.21,3062,35932,13,727,182.3551105,9.1,5,22,7,682004.13
3.7,66,56.46,2173,23580,12,663,169.6351641,8.2,8.2,1,2,842206.72
4.1,37,57.21,3752,40978,2,730,293.3951528,2.4,1.4,4,2,476952.79
4.9,58,52.57,1014,18943,13,261,238.9554539,6.5,9.8,2,30,693566.53
3.4,59,34.35,690,12166,1,634,88.74465468,6.9,7,8,26,455865.55
4.3,60,39.5,1649,18367,10,750,177.3036097,8.8,1.4,55,27,542260.85
3.1,50,75.78,1854,21520,10,960,245.9342306,6.8,1,40,37,855303.06
3.1,44,47.38,1805,20455,11,869,181.1423414,2.3,6.3,21,35,479975.21
4.1,57,39.58,3031,33460,9,57,139.1751925,3.3,9.8,19,26,517741.74
3.2,68,39.16,1672,18068,4,489,144.1638441,6.7,5.7,59,15,600657.96
3,41,40.23,1093,15084,17,659,141.7509865,9.2,4.2,40,14,390809.29
3.3,75,58.14,2719,33550,19,847,54.98861895,9,9.5,35,71,996812.34
4.1,39,70.18,3601,40236,10,635,232.6490365,4.2,9.9,3,38,628018.06
4.4,74,47.06,3490,36246,13,127,202.7209398,8.5,8.1,33,48,795067.52
3.4,36,60.73,2935,29322,2,941,117.1693805,5.6,7.5,31,27,498618.26
4.3,36,39.43,2478,24279,9,553,207.5058433,5.2,1,14,14,330107.11
3.4,58,33.34,1183,12607,7,723,127.1823453,4.2,3.8,14,23,439569.11
4.2,84,63.92,7864,81908,10,748,110.8453376,7.1,9.3,63,68,1219833.24
3.8,55,35.02,1335,20431,12,745,235.288222,6.4,4.3,16,5,444415.37
4.3,85,35.8,6021,60100,11,263,252.2774025,4.4,4,41,59,697759.5
5,36,53.32,4066,46858,4,958,206.4271563,7.9,5.8,29,4,443342.34
4.9,44,47.81,4077,46701,12,228,246.0366567,4.4,5,35,24,489124.5
3,71,46.93,3506,38400,12,620,141.4250285,6.3,8.7,12,39,760027
4.8,57,61.61,1725,25333,8,879,67.95094784,4.5,1.7,5,6,786467.49
3.1,61,32.76,1880,25031,14,78,201.2214021,2.1,6.9,30,55,463152.99
4.9,60,69.34,4126,41749,7,654,113.9940623,2.5,7.3,19,30,936009.71
3.6,55,30.43,1862,20858,3,111,244.3698366,6.9,8.9,15,2,382004.56
3.8,49,65,3595,38064,19,184,139.5268888,8.3,4.7,19,17,733018.7
3.2,42,73.04,1777,16755,14,477,217.6682597,5.2,3.7,1,28,696847.33
3.2,45,32.99,1549,21765,19,183,188.2165293,3.9,6.6,15,0,353639.05
4.5,37,35.47,3600,39545,10,532,254.371197,4,7.5,34,28,313803.8
4.9,46,25.31,3460,38284,12,879,258.0763554,6.4,2.5,18,39,281727.81
4.2,62,38.73,2885,29227,18,790,67.07443424,5.2,2.4,60,32,558607.95
4.4,53,50.75,2104,21717,19,117,123.7789144,1,3.4,38,46,618994.1
4.5,69,70.69,4425,46715,18,511,267.7197844,7.9,3.2,46,34,1107397.04
3.5,59,57.29,1020,17193,13,814,150.9974074,2.3,7.8,34,46,766894.94
3.1,49,73.54,2151,21954,17,503,178.7173359,7.1,5.8,3,6,818599.8
3,45,38.29,1967,25328,6,66,95.83594675,4.1,5.9,32,32,395147.41
3.7,46,51.38,2654,30403,16,994,188.1715669,6.2,1.1,5,3,545152.31
3.5,77,67.99,2357,25285,18,201,116.153733,8.7,9.9,31,34,1183436.47
3.1,60,39.68,2336,29647,9,510,257.3083945,2.4,8.5,2,33,543240.35
3.4,54,57.28,2862,27081,13,297,100.0611786,8,5,51,9,706571.13
3.2,50,31.96,1534,14397,4,445,139.9638017,1.3,1.6,20,9,360249.69
4.8,65,34.68,2362,32149,13,874,73.7684956,9.3,7.2,25,19,523344.17
3.3,57,55.18,762,7260,3,206,196.9955208,2.8,5.8,46,43,702940.96
4.1,50,45.31,2924,33894,4,649,285.4930161,8.1,7.1,6,16,516120.02
4.2,85,35.18,4356,51769,19,367,93.28897847,1.6,7.1,31,40,690579.93
4.1,73,57.02,2554,29655,1,147,54.93429238,3.9,2.4,3,6,921849.67
3.2,75,61.44,4778,46954,1,127,155.6157836,6.7,4,37,21,1028834.22
3.6,50,59.49,3359,36827,9,588,237.1037902,6.9,1.2,44,10,675733.81
3.1,57,62.2,2850,30252,3,950,293.7751608,7.3,9.8,17,12,797484
3.8,38,40.48,2760,29703,3,345,62.81976689,4.2,8.3,16,22,353977.95
3.4,42,50.82,1438,14491,18,480,246.4904718,7,9.4,41,9,500024.91
4.1,66,43.66,1393,13819,2,954,142.1685182,4.9,1.4,13,27,642646.49
4.4,78,73.28,8417,84150,11,449,88.43287436,6.1,5.5,51,16,1291209.72
4.1,82,35.14,5084,58483,9,62,98.07628918,5.9,7.7,0,46,659134.71
3.9,38,67.35,3010,31302,2,487,280.9709406,2.5,1.9,32,29,575849.15
3.8,75,74.1,6923,69103,4,448,252.3393837,8.6,8,16,21,1246869.85
4.7,39,34.96,1499,20063,9,714,127.9322693,8.8,6.8,31,19,321821.01
3.4,34,34.32,1369,19651,14,449,285.0475664,2.8,9.9,30,5,281031.97
4.5,56,48.45,1385,15232,19,93,76.31332647,4.7,2.3,37,17,622332.2
4.5,60,35.47,3915,42995,16,421,130.6341108,5.2,6.7,38,30,499302.01
3.8,58,51.9,768,7740,14,423,213.2302923,5.9,9.5,26,25,685965.7
3.6,39,34.19,2119,26837,15,656,299.8547691,1.2,7.7,16,1,317880.37
3.9,60,73.71,3415,33281,18,608,166.4104293,7.8,4,29,59,1006938.43
3.2,72,48.35,4134,48688,15,534,252.6787221,8.8,2.1,5,44,794905.35
3.1,77,31.94,1650,19329,19,466,278.9664731,2.3,9.7,56,30,570724.51
3.2,46,35.98,1498,22466,9,133,52.40710596,9.1,1.6,10,12,381240.38
3.4,36,41.23,1045,12386,16,715,122.2351821,8.7,9.8,5,34,355532.09
4,61,34.08,3428,36772,17,532,75.08993826,5.9,3.7,29,24,486925.56
4.7,45,40.03,1234,17159,10,345,244.0150623,3.5,8.7,17,31,415916.04
3.5,44,73.96,1735,17152,5,888,191.7626067,2.9,6,40,28,732393.94
4.9,90,28.42,3354,37754,9,990,73.88998594,5.4,9.2,3,34,586408.44
4.9,82,71.33,7714,85928,14,155,155.1810938,5.6,4.8,8,27,1318818.09
4.9,67,37.29,2200,22206,10,656,178.492343,6.9,8.6,66,18,573760.83
4.7,47,34.24,1484,23045,1,258,224.4378607,8.2,3.1,26,6,364072.25
3.7,34,74.43,933,11504,3,732,244.8710589,9.4,5.2,2,18,569433.08
3.1,83,27.38,1547,19418,16,840,71.96805049,8.2,8.6,45,71,530233.74
4.1,40,33.91,3009,36845,5,864,171.9113989,9.2,2.1,26,13,317107.84
4.1,72,68.11,5104,51542,13,861,90.28085897,5.5,7.6,52,7,1109482.07
4.7,66,25.38,2051,24586,5,899,238.3138888,1.3,4.9,55,65,384091.92
5,81,31.21,6887,77096,11,219,214.4172085,1.5,5.6,56,63,586521.48
4,32,38.2,3490,36017,17,829,230.7502385,3.4,6.2,3,28,299383.65
3.7,51,27.88,2100,28251,3,559,68.74856432,6.5,3.5,12,23,326048.07
3.4,73,72.2,5210,56309,6,399,177.5811532,4,1.9,7,14,1176156.05
3,87,42.69,2482,28850,16,725,260.1451634,2.5,1.2,13,71,841424.03
4,69,28.8,1574,15147,2,640,228.3353496,8.7,4.9,56,2,450065.55
4.1,70,30.22,1931,24090,5,515,265.4369948,9.9,3.4,28,10,481201.96
4.6,83,29.44,2419,28465,19,958,101.5261337,1.1,6.7,2,70,567118.31
4,37,35.42,1204,16543,11,777,121.7251669,1.8,7.4,23,4,307751.75
4.8,71,68.52,8925,95274,18,130,160.3197727,5.5,5.5,14,20,1109658.36
4.3,68,37.02,1037,17275,3,498,180.8142852,4,6.6,13,21,564275.77
4.7,79,39.02,5105,52842,12,681,113.0407162,8,6,10,37,707580.56
3.3,54,52.36,2726,33086,13,150,145.3093387,6.9,1,25,6,643825.82
4.7,60,32.67,3917,39006,9,418,221.760676,1.6,8.6,0,57,453907.79
4.4,38,35.16,2512,33690,9,844,211.3453346,5.9,1.5,24,25,314164.86
3.3,65,54.7,1498,14764,7,709,77.61827169,4,4.7,61,52,800588.8
3.4,54,38.17,1688,18656,1,579,296.4256606,9.7,2,20,52,465619.46
4.9,44,60.01,2125,27522,1,881,190.6863054,5.3,7,33,42,596232.71
3.1,63,38.22,2716,31586,19,814,170.8905965,9.3,3.9,2,50,562190.08
3.9,38,65.08,2075,20116,3,314,291.8117956,1.3,1.6,6,3,551377.78
3.6,49,38.71,3591,39443,7,251,85.0823605,1.9,1.4,10,17,432952.83
4.3,54,29.89,3080,31074,12,167,185.9183382,4.5,3.1,30,1,376713.43
4.7,64,64.89,4185,46737,16,172,251.2693955,9,7,25,57,947777.57
3.7,78,68.94,7045,76162,13,74,149.7259222,5.9,7.5,22,32,1215579.44
3.9,33,70.29,1469,21062,18,418,234.076173,8.4,2.2,15,0,536432.78
5,90,54.95,7046,73111,17,434,274.7907356,3.6,2.3,82,62,1126019.85
4.6,70,43.82,1181,13209,9,620,115.4132718,2,6.3,19,30,690729.73
4.8,73,37.68,2609,26905,14,981,110.3650111,3.2,9.6,57,67,634683.23
3.9,49,58.57,3891,44048,5,323,140.1713839,6.8,6,9,12,649829.54
3.5,90,28.88,1751,25950,11,96,154.6103778,8.8,7.4,43,26,594433.52
3.8,36,45.04,955,17226,6,384,77.76109277,5.1,6.2,21,13,371338.52
4.4,64,65.99,2674,35788,6,466,107.8222521,2.7,1.9,22,51,944765.51
3.2,66,63.51,1158,18340,8,583,268.3070066,6.7,9.5,7,62,942275.73
3.5,47,35.33,2169,26612,1,393,191.6477702,2.8,1.6,38,15,374094.28
3.1,56,30.11,2230,26447,9,370,116.9550726,6.1,7.8,12,8,391228.59
3.9,68,42.67,2279,28239,10,188,285.8986853,1.9,9.8,6,8,657095.47
4.7,59,59.28,3489,41179,17,156,243.5777758,8.3,3.9,28,38,800573.81
3,62,51.96,2950,33716,3,971,140.6075872,8.2,2.5,44,26,725552.88
4.4,31,51.67,1970,20444,13,395,241.3607164,5.9,6.1,8,6,375278.21
4.9,89,35.29,9421,98227,8,759,199.0130726,1.3,8.2,5,56,723300.93
3.5,80,45.39,3706,43930,14,496,220.9545925,3.5,9.5,32,54,828383.84
4.4,54,25.25,3258,41304,8,511,130.3623284,2.2,7.2,28,6,320139.2
5,75,52.83,5013,57669,19,265,102.3738603,5.7,4,31,15,904945.88
4.9,72,49.51,7080,78564,13,855,113.3951627,1.9,5.4,20,46,816849.54
3.5,50,37.85,1065,10629,6,431,70.93361494,8.8,7.9,16,33,433653.1
3.2,52,37.43,1260,16148,4,98,167.7594045,8.7,8.1,33,28,443829.47
3.3,72,35.11,5196,53326,6,666,151.5583206,2.4,1.7,60,32,576686.9
4.4,33,33.14,1760,24091,2,706,50.63491809,7.3,6.5,10,20,254653.53
4.5,56,67.08,1698,21106,10,106,264.0916667,7.3,9.7,35,30,849343.62
4.3,44,56.84,3830,40072,11,575,220.4673047,4.6,8.1,22,38,577369.24
3.7,80,53.01,6868,68338,11,388,161.685288,2.4,1.1,16,28,958312.54
3.3,67,67.64,1151,19073,3,57,291.7553063,2.2,3,12,15,1002702.15
4.2,41,30.22,3478,35468,11,745,285.1354025,7.7,5,31,22,298777.44
4,53,67.72,3549,39257,8,72,73.77423211,3,7.4,16,36,810177.83
4.5,80,41.38,6447,65903,17,93,203.7848096,6.4,6,5,70,764432.75
3.9,35,32.93,2109,25717,1,627,254.2556208,8.8,1.7,24,31,266172.95
3.7,88,28.64,1635,20199,16,820,93.23796273,6.3,7.6,55,42,582780.61
3.6,87,36.63,6062,64972,7,486,81.9905181,9.8,8.5,50,29,730268.76
3.4,64,74.07,1448,20036,8,958,114.9444448,6.8,2.9,2,9,1056919.69
3.5,32,36.04,2069,24164,13,118,119.9177863,3.8,1.6,23,14,274149.5
3.2,86,52.82,2897,34260,5,643,291.246153,8.7,8.1,62,12,1019465.06
3.7,70,33.55,2739,30027,18,562,245.1193326,3.8,6.8,14,57,546737.4
3.1,31,66.35,2016,21521,12,326,64.93447609,9.7,8.2,30,21,479536.05
3.4,88,51,4226,50251,16,541,246.6203548,5.3,6.1,45,22,1017922.55
4.5,78,67.49,2236,28706,3,132,92.40987959,9.6,4.9,17,52,1172824.29
3.7,37,39.03,2335,28847,12,361,139.3104894,2.7,9.7,9,33,341766.2
4.3,41,45.47,3011,38480,19,151,129.6299019,1.1,8,4,5,438976.86
4.4,44,31.09,3793,42898,18,275,118.0953929,2.8,4.7,37,31,331831.76
4.2,36,70.73,1706,21028,8,435,127.1895082,1.9,9.2,20,11,577858.35
4.9,70,31.48,1481,18923,13,517,238.5503822,7.6,9.9,43,30,510838.09
3,45,63.03,1240,15577,8,848,116.638474,3.4,3.8,0,43,639805.79
4.5,56,27.85,4018,47726,10,190,250.1810242,6.8,9,52,14,370083.8
4.9,69,39.26,2775,28520,14,575,72.75424655,7,1.4,43,64,622397.18
4.7,70,40.48,1063,16931,15,381,198.7924778,7.2,2.9,24,24,645754.49
3.3,81,35.49,6524,72437,15,318,265.7502182,8.5,2.4,42,9,665860.95
3.7,66,53.37,2163,23019,6,393,69.82429236,2.3,4.2,28,32,789043.63
